company_id,year,capital_allocation_label
PNB,Mar 2019,Financial Stress
PNB,Mar 2019,Financial Stress
PNB,Mar 2019,Financial Stress
PNB,Mar 2019,Financial Stress
PNB,Mar 2019,Financial Stress
PNB,Mar 2019,Financial Stress
PNB,Mar 2019,Financial Stress
PNB,Mar 2019,Financial Stress
PNB,Mar 2019,Financial Stress
PNB,Mar 2019,Financial Stress
PNB,Mar 2019,Financial Stress
PNB,Mar 2019,Financial Stress
PNB,Mar 2019,Financial Stress
PNB,Mar 2019,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2020,Financial Stress
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2021,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2022,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2023,Growth Investment
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
PNB,Mar 2024,Financial Stress
POWERGRID,Mar 2013,Growth Investment
POWERGRID,Mar 2013,Growth Investment
POWERGRID,Mar 2013,Growth Investment
POWERGRID,Mar 2013,Growth Investment
POWERGRID,Mar 2014,Growth Investment
POWERGRID,Mar 2014,Growth Investment
POWERGRID,Mar 2014,Growth Investment
POWERGRID,Mar 2014,Growth Investment
POWERGRID,Mar 2015,Growth Investment
POWERGRID,Mar 2015,Growth Investment
POWERGRID,Mar 2015,Growth Investment
POWERGRID,Mar 2015,Growth Investment
POWERGRID,Mar 2016,Growth Investment
POWERGRID,Mar 2016,Growth Investment
POWERGRID,Mar 2016,Growth Investment
POWERGRID,Mar 2016,Growth Investment
POWERGRID,Mar 2017,Growth Investment
POWERGRID,Mar 2017,Growth Investment
POWERGRID,Mar 2017,Growth Investment
POWERGRID,Mar 2017,Growth Investment
POWERGRID,Mar 2018,Growth Investment
POWERGRID,Mar 2018,Growth Investment
POWERGRID,Mar 2018,Growth Investment
POWERGRID,Mar 2018,Growth Investment
POWERGRID,Mar 2019,Growth Investment
POWERGRID,Mar 2019,Growth Investment
POWERGRID,Mar 2019,Growth Investment
POWERGRID,Mar 2019,Growth Investment
POWERGRID,Mar 2020,Growth Investment
POWERGRID,Mar 2020,Growth Investment
POWERGRID,Mar 2020,Growth Investment
POWERGRID,Mar 2020,Growth Investment
POWERGRID,Mar 2021,Growth Investment
POWERGRID,Mar 2021,Growth Investment
POWERGRID,Mar 2021,Growth Investment
POWERGRID,Mar 2021,Growth Investment
POWERGRID,Mar 2022,Stable
POWERGRID,Mar 2022,Stable
POWERGRID,Mar 2022,Stable
POWERGRID,Mar 2022,Stable
POWERGRID,Mar 2023,Growth Investment
POWERGRID,Mar 2023,Growth Investment
POWERGRID,Mar 2023,Growth Investment
POWERGRID,Mar 2023,Growth Investment
POWERGRID,Mar 2024,Growth Investment
POWERGRID,Mar 2024,Growth Investment
POWERGRID,Mar 2024,Growth Investment
POWERGRID,Mar 2024,Growth Investment
RECLTD,Mar 2013,Financial Stress
RECLTD,Mar 2014,Financial Stress
RECLTD,Mar 2015,Financial Stress
RECLTD,Mar 2016,Financial Stress
RECLTD,Mar 2017,Growth Investment
RECLTD,Mar 2018,Financial Stress
RECLTD,Mar 2019,Financial Stress
RECLTD,Mar 2020,Financial Stress
RECLTD,Mar 2021,Financial Stress
RECLTD,Mar 2022,Financial Stress
RECLTD,Mar 2023,Financial Stress
RECLTD,Mar 2024,Financial Stress
RELIANCE,Mar 2013,Growth Investment
RELIANCE,Mar 2014,Growth Investment
RELIANCE,Mar 2015,Growth Investment
RELIANCE,Mar 2016,Growth Investment
RELIANCE,Mar 2017,Growth Investment
RELIANCE,Mar 2018,Growth Investment
RELIANCE,Mar 2019,Growth Investment
RELIANCE,Mar 2020,Growth Investment
RELIANCE,Mar 2021,Growth Investment
RELIANCE,Mar 2022,Growth Investment
RELIANCE,Mar 2023,Growth Investment
RELIANCE,Mar 2024,Growth Investment
SBILIFE,Mar 2013,Growth Investment
SBILIFE,Mar 2014,Growth Investment
SBILIFE,Mar 2015,Growth Investment
SBILIFE,Mar 2016,Growth Investment
SBILIFE,Mar 2017,Growth Investment
SBILIFE,Mar 2018,Growth Investment
SBILIFE,Mar 2019,Growth Investment
SBILIFE,Mar 2020,Growth Investment
SBILIFE,Mar 2021,Growth Investment
SBILIFE,Mar 2022,Growth Investment
SBILIFE,Mar 2023,Growth Investment
SBILIFE,Mar 2024,Growth Investment
SBIN,Mar 2013,Growth Investment
SBIN,Mar 2014,Growth Investment
SBIN,Mar 2015,Growth Investment
SBIN,Mar 2016,Growth Investment
SBIN,Mar 2017,Growth Investment
SBIN,Mar 2018,Financial Stress
SBIN,Mar 2019,Stable
SBIN,Mar 2020,Growth Investment
SBIN,Mar 2021,Growth Investment
SBIN,Mar 2022,Growth Investment
SBIN,Mar 2023,Financial Stress
SBIN,Mar 2024,Growth Investment
SHREECEM,Jun 2013,Growth Investment
SHREECEM,Jun 2014,Growth Investment
SHREECEM,Jun 2015,Growth Investment
SHREECEM,Mar 2016,Growth Investment
SHREECEM,Mar 2017,Growth Investment
SHREECEM,Mar 2018,Growth Investment
SHREECEM,Mar 2019,Growth Investment
SHREECEM,Mar 2020,Growth Investment
SHREECEM,Mar 2021,Growth Investment
SHREECEM,Mar 2022,Growth Investment
SHREECEM,Mar 2023,Growth Investment
SHREECEM,Mar 2024,Growth Investment
SHRIRAMFIN,Mar 2013,Financial Stress
SHRIRAMFIN,Mar 2014,Financial Stress
SHRIRAMFIN,Mar 2015,Financial Stress
SHRIRAMFIN,Mar 2016,Financial Stress
SHRIRAMFIN,Mar 2017,Financial Stress
SHRIRAMFIN,Mar 2018,Financial Stress
SHRIRAMFIN,Mar 2019,Financial Stress
SHRIRAMFIN,Mar 2020,Financial Stress
SHRIRAMFIN,Mar 2021,Financial Stress
SHRIRAMFIN,Mar 2022,Financial Stress
SHRIRAMFIN,Mar 2023,Financial Stress
SHRIRAMFIN,Mar 2024,Financial Stress
SIEMENS,Sep 2011,Stable
SIEMENS,Sep 2014,Stable
SIEMENS,Sep 2015,Stable
SIEMENS,Sep 2016,Stable
SIEMENS,Sep 2017,Stable
SIEMENS,Sep 2018,Growth Investment
SIEMENS,Sep 2019,Growth Investment
SIEMENS,Sep 2020,Stable
SIEMENS,Sep 2021,Growth Investment
SIEMENS,Sep 2022,Growth Investment
SIEMENS,Sep 2023,Growth Investment
SIEMENS,Sep 2024,Growth Investment
SUNPHARMA,Mar 2013,Growth Investment
SUNPHARMA,Mar 2014,Growth Investment
SUNPHARMA,Mar 2015,Growth Investment
SUNPHARMA,Mar 2016,Growth Investment
SUNPHARMA,Mar 2017,Growth Investment
SUNPHARMA,Mar 2018,Growth Investment
SUNPHARMA,Mar 2019,Growth Investment
SUNPHARMA,Mar 2020,Growth Investment
SUNPHARMA,Mar 2021,Stable
SUNPHARMA,Mar 2022,Growth Investment
SUNPHARMA,Mar 2023,Growth Investment
SUNPHARMA,Mar 2024,Growth Investment
TATACONSUM,Mar 2013,Stable
TATACONSUM,Mar 2014,Growth Investment
TATACONSUM,Mar 2015,Growth Investment
TATACONSUM,Mar 2016,Stable
TATACONSUM,Mar 2017,Stable
TATACONSUM,Mar 2018,Growth Investment
TATACONSUM,Mar 2019,Stable
TATACONSUM,Mar 2020,Growth Investment
TATACONSUM,Mar 2021,Growth Investment
TATACONSUM,Mar 2022,Growth Investment
TATACONSUM,Mar 2023,Growth Investment
TATACONSUM,Mar 2024,Growth Investment
TATAMOTORS,Mar 2013,Growth Investment
TATAMOTORS,Mar 2014,Growth Investment
TATAMOTORS,Mar 2015,Growth Investment
TATAMOTORS,Mar 2016,Growth Investment
TATAMOTORS,Mar 2017,Growth Investment
TATAMOTORS,Mar 2018,Growth Investment
TATAMOTORS,Mar 2019,Growth Investment
TATAMOTORS,Mar 2020,Growth Investment
TATAMOTORS,Mar 2021,Growth Investment
TATAMOTORS,Mar 2022,Growth Investment
TATAMOTORS,Mar 2023,Growth Investment
TATAMOTORS,Mar 2024,Growth Investment
TATAPOWER,Mar 2013,Growth Investment
TATAPOWER,Mar 2014,Growth Investment
TATAPOWER,Mar 2015,Growth Investment
TATAPOWER,Mar 2016,Growth Investment
TATAPOWER,Mar 2017,Growth Investment
TATAPOWER,Mar 2018,Growth Investment
TATAPOWER,Mar 2019,Growth Investment
TATAPOWER,Mar 2020,Growth Investment
TATAPOWER,Mar 2021,Stable
TATAPOWER,Mar 2022,Growth Investment
TATAPOWER,Mar 2023,Growth Investment
TATAPOWER,Mar 2024,Growth Investment
TATASTEEL,Mar 2013,Growth Investment
TATASTEEL,Mar 2014,Growth Investment
TATASTEEL,Mar 2015,Growth Investment
TATASTEEL,Mar 2016,Growth Investment
TATASTEEL,Mar 2017,Growth Investment
TATASTEEL,Mar 2018,Growth Investment
TATASTEEL,Mar 2019,Growth Investment
TATASTEEL,Mar 2020,Growth Investment
TATASTEEL,Mar 2021,Growth Investment
TATASTEEL,Mar 2022,Growth Investment
TATASTEEL,Mar 2023,Growth Investment
TATASTEEL,Mar 2024,Growth Investment
TCS,Mar 2013,Growth Investment
TCS,Mar 2014,Growth Investment
TCS,Mar 2015,Growth Investment
TCS,Mar 2016,Growth Investment
TCS,Mar 2017,Growth Investment
TCS,Mar 2018,Stable
TCS,Mar 2019,Stable
TCS,Mar 2020,Stable
TCS,Mar 2021,Growth Investment
TCS,Mar 2022,Growth Investment
TCS,Mar 2023,Stable
TCS,Mar 2024,Stable
TECHM,Mar 2013,Growth Investment
TECHM,Mar 2013,Growth Investment
TECHM,Mar 2013,Growth Investment
TECHM,Mar 2013,Growth Investment
TECHM,Mar 2014,Stable
TECHM,Mar 2014,Stable
TECHM,Mar 2014,Stable
TECHM,Mar 2014,Stable
TECHM,Mar 2015,Growth Investment
TECHM,Mar 2015,Growth Investment
TECHM,Mar 2015,Growth Investment
TECHM,Mar 2015,Growth Investment
TECHM,Mar 2016,Growth Investment
TECHM,Mar 2016,Growth Investment
TECHM,Mar 2016,Growth Investment
TECHM,Mar 2016,Growth Investment
TECHM,Mar 2017,Growth Investment
TECHM,Mar 2017,Growth Investment
TECHM,Mar 2017,Growth Investment
TECHM,Mar 2017,Growth Investment
TECHM,Mar 2018,Growth Investment
TECHM,Mar 2018,Growth Investment
TECHM,Mar 2018,Growth Investment
TECHM,Mar 2018,Growth Investment
TECHM,Mar 2019,Growth Investment
TECHM,Mar 2019,Growth Investment
TECHM,Mar 2019,Growth Investment
TECHM,Mar 2019,Growth Investment
TECHM,Mar 2020,Stable
TECHM,Mar 2020,Stable
TECHM,Mar 2020,Stable
TECHM,Mar 2020,Stable
TECHM,Mar 2021,Growth Investment
TECHM,Mar 2021,Growth Investment
TECHM,Mar 2021,Growth Investment
TECHM,Mar 2021,Growth Investment
TECHM,Mar 2022,Stable
TECHM,Mar 2022,Stable
TECHM,Mar 2022,Stable
TECHM,Mar 2022,Stable
TECHM,Mar 2023,Growth Investment
TECHM,Mar 2023,Growth Investment
TECHM,Mar 2023,Growth Investment
TECHM,Mar 2023,Growth Investment
TECHM,Mar 2024,Growth Investment
TECHM,Mar 2024,Growth Investment
TECHM,Mar 2024,Growth Investment
TECHM,Mar 2024,Growth Investment
TITAN,Mar 2013,Growth Investment
TITAN,Mar 2014,Financial Stress
TITAN,Mar 2015,Growth Investment
TITAN,Mar 2016,Growth Investment
TITAN,Mar 2017,Growth Investment
TITAN,Mar 2018,Stable
TITAN,Mar 2019,Growth Investment
TITAN,Mar 2020,Stable
TITAN,Mar 2021,Growth Investment
TITAN,Mar 2022,Stable
TITAN,Mar 2023,Growth Investment
TITAN,Mar 2024,Growth Investment
TORNTPHARM,Mar 2013,Growth Investment
TORNTPHARM,Mar 2014,Growth Investment
TORNTPHARM,Mar 2015,Growth Investment
TORNTPHARM,Mar 2016,Growth Investment
TORNTPHARM,Mar 2017,Growth Investment
TORNTPHARM,Mar 2018,Growth Investment
TORNTPHARM,Mar 2019,Growth Investment
TORNTPHARM,Mar 2020,Stable
TORNTPHARM,Mar 2021,Growth Investment
TORNTPHARM,Mar 2022,Growth Investment
TORNTPHARM,Mar 2023,Growth Investment
TORNTPHARM,Mar 2024,Growth Investment
TRENT,Mar 2013,Growth Investment
TRENT,Mar 2014,Stable
TRENT,Mar 2015,Financial Stress
TRENT,Mar 2016,Growth Investment
TRENT,Mar 2017,Growth Investment
TRENT,Mar 2018,Growth Investment
TRENT,Mar 2019,Growth Investment
TRENT,Mar 2020,Growth Investment
TRENT,Mar 2021,Stable
TRENT,Mar 2022,Stable
TRENT,Mar 2023,Growth Investment
TRENT,Mar 2024,Growth Investment
TVSMOTOR,Mar 2013,Growth Investment
TVSMOTOR,Mar 2014,Growth Investment
TVSMOTOR,Mar 2015,Growth Investment
TVSMOTOR,Mar 2016,Growth Investment
TVSMOTOR,Mar 2017,Growth Investment
TVSMOTOR,Mar 2018,Growth Investment
TVSMOTOR,Mar 2019,Financial Stress
TVSMOTOR,Mar 2020,Growth Investment
TVSMOTOR,Mar 2021,Growth Investment
TVSMOTOR,Mar 2022,Financial Stress
TVSMOTOR,Mar 2023,Financial Stress
TVSMOTOR,Mar 2024,Financial Stress
ULTRACEMCO,Mar 2013,Growth Investment
ULTRACEMCO,Mar 2014,Growth Investment
ULTRACEMCO,Mar 2015,Growth Investment
ULTRACEMCO,Mar 2016,Growth Investment
ULTRACEMCO,Mar 2017,Growth Investment
ULTRACEMCO,Mar 2018,Stable
ULTRACEMCO,Mar 2019,Stable
ULTRACEMCO,Mar 2020,Growth Investment
ULTRACEMCO,Mar 2021,Growth Investment
ULTRACEMCO,Mar 2022,Stable
ULTRACEMCO,Mar 2023,Growth Investment
ULTRACEMCO,Mar 2024,Growth Investment
UNIONBANK,Mar 2013,Financial Stress
UNIONBANK,Mar 2014,Growth Investment
UNIONBANK,Mar 2015,Financial Stress
UNIONBANK,Mar 2016,Growth Investment
UNIONBANK,Mar 2017,Financial Stress
UNIONBANK,Mar 2018,Growth Investment
UNIONBANK,Mar 2019,Financial Stress
UNIONBANK,Mar 2020,Financial Stress
UNIONBANK,Mar 2021,Growth Investment
UNIONBANK,Mar 2022,Growth Investment
UNIONBANK,Mar 2023,Growth Investment
UNIONBANK,Mar 2024,Growth Investment
UNITDSPR,Mar 2013,Growth Investment
UNITDSPR,Mar 2014,Financial Stress
UNITDSPR,Mar 2015,Stable
UNITDSPR,Mar 2016,Stable
UNITDSPR,Mar 2017,Growth Investment
UNITDSPR,Mar 2018,Stable
UNITDSPR,Mar 2019,Growth Investment
UNITDSPR,Mar 2020,Growth Investment
UNITDSPR,Mar 2021,Growth Investment
UNITDSPR,Mar 2022,Growth Investment
UNITDSPR,Mar 2023,Growth Investment
UNITDSPR,Mar 2024,Stable
VBL,Dec 2012,Growth Investment
VBL,Dec 2013,Growth Investment
VBL,Dec 2014,Growth Investment
VBL,Dec 2015,Growth Investment
VBL,Dec 2016,Growth Investment
VBL,Dec 2017,Growth Investment
VBL,Dec 2018,Growth Investment
VBL,Dec 2019,Growth Investment
VBL,Dec 2020,Growth Investment
VBL,Dec 2021,Growth Investment
VBL,Dec 2022,Growth Investment
VBL,Dec 2023,Growth Investment
VEDL,Mar 2013,Growth Investment
VEDL,Mar 2014,Growth Investment
VEDL,Mar 2015,Growth Investment
VEDL,Mar 2016,Growth Investment
VEDL,Mar 2017,Stable
VEDL,Mar 2018,Stable
VEDL,Mar 2019,Growth Investment
VEDL,Mar 2020,Growth Investment
VEDL,Mar 2021,Growth Investment
VEDL,Mar 2022,Growth Investment
VEDL,Mar 2023,Growth Investment
VEDL,Mar 2024,Growth Investment
WIPRO,Mar 2013,Growth Investment
WIPRO,Mar 2014,Growth Investment
WIPRO,Mar 2015,Growth Investment
WIPRO,Mar 2016,Growth Investment
WIPRO,Mar 2017,Growth Investment
WIPRO,Mar 2018,Stable
WIPRO,Mar 2019,Stable
WIPRO,Mar 2020,Stable
WIPRO,Mar 2021,Stable
WIPRO,Mar 2022,Growth Investment
WIPRO,Mar 2023,Growth Investment
WIPRO,Mar 2024,Stable
ZOMATO,Mar 2020,Financial Stress
ZOMATO,Mar 2021,Financial Stress
ZOMATO,Mar 2022,Financial Stress
ZOMATO,Mar 2023,Stable
ZOMATO,Mar 2024,Growth Investment
ZYDUSLIFE,Mar 2013,Growth Investment
ZYDUSLIFE,Mar 2014,Growth Investment
ZYDUSLIFE,Mar 2015,Growth Investment
ZYDUSLIFE,Mar 2016,Growth Investment
ZYDUSLIFE,Mar 2017,Growth Investment
ZYDUSLIFE,Mar 2018,Growth Investment
ZYDUSLIFE,Mar 2019,Growth Investment
ZYDUSLIFE,Mar 2020,Growth Investment
ZYDUSLIFE,Mar 2021,Growth Investment
ZYDUSLIFE,Mar 2022,Growth Investment
ZYDUSLIFE,Mar 2023,Stable
ZYDUSLIFE,Mar 2024,Growth Investment
